brand,car_model,date_of_sale,car_price
Nissan,Sentra,12/06/2013,20782
Toyota,Camry,12/09/2014,83900
Kia,Picanto,11/12/2022,53104
Kia,Picanto,21/06/2012,29791
Tesla,Model 3,25/08/2019,18025
Tesla,Model 3,12/11/2016,16561
Nissan,Sentra,20/08/2020,92012
Toyota,Camry,22/03/2017,67726
Chevrolet,Camaro,24/01/2018,34210
Tesla,Model 3,28/04/2020,37088
Toyota,Camry,22/09/2014,46357
Honda,Accord,07/02/2011,61554
Nissan,Sentra,19/06/2015,26767
Ford,Mustang,05/01/2020,28618
Chevrolet,Camaro,28/03/2015,92929
Chevrolet,Camaro,01/05/2011,26439
Ford,Mustang,07/12/2015,87028
Honda,Accord,07/12/2013,64312
Ford,Mustang,07/03/2015,64720
Toyota,Camry,17/10/2020,19591
Tesla,Model 3,28/07/2010,77525
Tesla,Model 3,06/01/2014,47972
Nissan,Sentra,26/04/2017,54443
Tesla,Model 3,28/09/2019,86362
Honda,Accord,24/07/2020,58542
Toyota,Camry,06/12/2010,86122
Kia,Picanto,13/04/2014,25508
Kia,Picanto,09/10/2017,44760
Nissan,Sentra,17/09/2015,32510
Ford,Mustang,09/07/2012,74810
Toyota,Camry,12/06/2011,13902
Tesla,Model 3,04/04/2014,60519
Kia,Picanto,18/01/2011,68350
Ford,Mustang,28/01/2015,40412
Kia,Picanto,07/01/2015,82723
Nissan,Sentra,01/11/2015,19040
Toyota,Camry,03/11/2021,22781
Tesla,Model 3,23/01/2010,35099
Kia,Picanto,13/06/2014,12041
Nissan,Sentra,21/08/2015,96588
Tesla,Model 3,15/04/2018,37066
Honda,Accord,10/03/2010,30284
Ford,Mustang,11/05/2021,87172
Ford,Mustang,13/05/2010,12384
Honda,Accord,15/08/2019,61554
Nissan,Sentra,27/03/2012,99377
Chevrolet,Camaro,05/06/2016,57874
Chevrolet,Camaro,19/06/2020,65070
Honda,Accord,02/10/2013,59462
Kia,Picanto,01/04/2016,22897
Kia,Picanto,08/04/2014,14435
Tesla,Model 3,02/01/2022,91054
Honda,Accord,17/11/2013,26694
Kia,Picanto,15/04/2012,88869
Honda,Accord,02/01/2014,71009
Tesla,Model 3,09/02/2014,62653
Nissan,Sentra,16/01/2010,66097
Toyota,Camry,26/12/2014,78365
Nissan,Sentra,22/01/2020,30579
Kia,Picanto,12/03/2010,33459
Chevrolet,Camaro,14/07/2010,37684
Kia,Picanto,06/03/2012,22255
Honda,Accord,28/06/2010,42643
Tesla,Model 3,17/10/2018,16455
Tesla,Model 3,14/04/2018,37434
Toyota,Camry,11/07/2011,22528
Toyota,Camry,24/09/2011,19266
Nissan,Sentra,15/01/2019,79992
Chevrolet,Camaro,25/02/2017,64236
Kia,Picanto,04/05/2020,39477
Tesla,Model 3,25/11/2018,42495
Kia,Picanto,02/05/2011,28634
Kia,Picanto,08/09/2014,36349
Toyota,Camry,23/11/2016,24138
Tesla,Model 3,19/12/2019,57485
Ford,Mustang,14/04/2013,78580
Nissan,Sentra,26/07/2011,59439
Ford,Mustang,11/04/2022,97745
Tesla,Model 3,03/10/2016,86102
Chevrolet,Camaro,08/11/2022,44916
Nissan,Sentra,11/01/2010,29010
Ford,Mustang,21/11/2013,58480
Tesla,Model 3,04/05/2021,68736
Toyota,Camry,13/04/2021,59981
Ford,Mustang,27/10/2021,88635
Nissan,Sentra,27/07/2010,93220
Tesla,Model 3,09/03/2012,25646
Toyota,Camry,21/07/2011,53280
Honda,Accord,22/01/2021,59322
Honda,Accord,12/09/2014,96613
Honda,Accord,14/09/2021,81044
Honda,Accord,15/12/2021,29991
Honda,Accord,27/10/2019,37760
Tesla,Model 3,17/06/2020,19866
Nissan,Sentra,12/02/2015,39650
Toyota,Camry,25/03/2011,35998
Nissan,Sentra,02/01/2015,58772
Chevrolet,Camaro,15/10/2014,16609
Honda,Accord,24/09/2012,49193
Honda,Accord,10/12/2015,62001
Chevrolet,Camaro,01/09/2017,80380
Ford,Mustang,05/03/2019,95077
Chevrolet,Camaro,06/10/2010,59686
Chevrolet,Camaro,23/09/2021,86142
Nissan,Sentra,13/09/2022,76154
Honda,Accord,11/05/2019,62362
Tesla,Model 3,25/10/2016,41530
Chevrolet,Camaro,11/07/2010,80659
Nissan,Sentra,14/12/2017,54751
Toyota,Camry,15/08/2019,33357
Nissan,Sentra,04/10/2013,87824
Honda,Accord,17/05/2014,81803
Honda,Accord,06/10/2015,99072
Nissan,Sentra,26/08/2015,54480
Ford,Mustang,23/09/2018,66920
Honda,Accord,19/01/2019,69032
Chevrolet,Camaro,21/09/2018,73853
Nissan,Sentra,10/04/2011,49329
Chevrolet,Camaro,04/03/2021,31785
Toyota,Camry,17/07/2015,77943
Nissan,Sentra,24/11/2022,78844
Chevrolet,Camaro,14/11/2020,67045
Nissan,Sentra,06/08/2017,10244
Tesla,Model 3,19/10/2014,40136
Ford,Mustang,01/09/2015,21298
Tesla,Model 3,19/10/2012,88115
Toyota,Camry,27/08/2020,89699
Honda,Accord,17/01/2019,40255
Tesla,Model 3,04/06/2020,56223
Nissan,Sentra,26/01/2014,17171
Ford,Mustang,06/08/2017,56577
Toyota,Camry,22/06/2012,31853
Kia,Picanto,14/11/2020,96486
Nissan,Sentra,12/02/2021,52735
Chevrolet,Camaro,28/03/2020,61267
Kia,Picanto,18/11/2020,21929
Ford,Mustang,13/07/2017,27001
Kia,Picanto,24/10/2018,24978
Tesla,Model 3,02/01/2013,16766
Chevrolet,Camaro,04/11/2016,48088
Tesla,Model 3,22/05/2016,20296
Toyota,Camry,02/07/2010,80811
Toyota,Camry,12/03/2021,81361
Ford,Mustang,15/05/2020,19614
Nissan,Sentra,18/01/2017,16842
Ford,Mustang,23/05/2011,31876
Kia,Picanto,06/01/2015,30646
Toyota,Camry,27/06/2013,87604
Kia,Picanto,27/09/2014,29060
Honda,Accord,11/05/2021,20410
Nissan,Sentra,07/05/2013,67958
Chevrolet,Camaro,13/06/2012,65750
Toyota,Camry,08/01/2021,76477
Toyota,Camry,05/04/2021,69444
Kia,Picanto,22/07/2020,55715
Honda,Accord,01/08/2016,39297
Nissan,Sentra,25/12/2018,57549
Ford,Mustang,13/07/2011,99696
Ford,Mustang,28/06/2020,26966
Toyota,Camry,26/04/2013,69439
Nissan,Sentra,08/04/2019,44417
Nissan,Sentra,21/05/2014,53976
Ford,Mustang,26/02/2021,73687
Toyota,Camry,21/05/2011,66407
Nissan,Sentra,06/09/2019,71691
Chevrolet,Camaro,01/07/2016,34045
Toyota,Camry,07/02/2015,49221
Kia,Picanto,27/10/2015,69618
Chevrolet,Camaro,01/11/2018,28673
Chevrolet,Camaro,18/03/2011,48337
Toyota,Camry,14/07/2016,89774
Tesla,Model 3,11/02/2020,20015
Honda,Accord,01/07/2022,10543
Nissan,Sentra,10/02/2019,37217
Toyota,Camry,28/09/2019,12888
Kia,Picanto,13/02/2022,22691
Toyota,Camry,06/08/2017,71483
Ford,Mustang,24/02/2022,34924
Kia,Picanto,11/06/2018,60002
Honda,Accord,20/06/2018,76570
Nissan,Sentra,14/11/2021,79895
Nissan,Sentra,18/03/2014,94384
Chevrolet,Camaro,13/04/2016,96285
Honda,Accord,12/01/2014,62809
Chevrolet,Camaro,05/11/2018,68709
Nissan,Sentra,14/01/2011,95520
Nissan,Sentra,05/09/2021,38631
Chevrolet,Camaro,04/02/2020,70203
Ford,Mustang,08/04/2016,58812
Honda,Accord,25/05/2013,29436
Honda,Accord,01/10/2012,99235
Chevrolet,Camaro,23/02/2022,21764
Honda,Accord,14/01/2019,74774
Ford,Mustang,25/12/2020,44616
Toyota,Camry,18/01/2010,93658
Chevrolet,Camaro,01/09/2020,28168
Kia,Picanto,04/05/2011,27417
Ford,Mustang,10/09/2013,47975
Nissan,Sentra,04/03/2019,62832
Toyota,Camry,07/10/2015,19195
Toyota,Camry,08/06/2019,78049
Honda,Accord,26/11/2019,94478
Toyota,Camry,13/11/2017,63191
Kia,Picanto,03/03/2015,23242
Chevrolet,Camaro,26/10/2012,94925
Chevrolet,Camaro,17/12/2012,82695
Nissan,Sentra,12/02/2016,28801
Nissan,Sentra,22/03/2010,60829
Toyota,Camry,25/01/2010,39256
Honda,Accord,04/10/2010,41297
Ford,Mustang,18/01/2021,99462
Kia,Picanto,20/06/2021,95960
Kia,Picanto,24/07/2018,57765
Kia,Picanto,17/07/2022,80653
Honda,Accord,27/02/2018,36361
Nissan,Sentra,02/07/2020,99682
Tesla,Model 3,08/01/2013,97639
Toyota,Camry,13/10/2019,69748
Kia,Picanto,26/09/2010,72921
Chevrolet,Camaro,09/03/2013,96158
Nissan,Sentra,07/12/2021,79801
Tesla,Model 3,11/07/2020,62809
Chevrolet,Camaro,21/03/2019,19211
Tesla,Model 3,08/02/2022,12984
Honda,Accord,01/08/2021,21509
Kia,Picanto,21/08/2021,11329
Nissan,Sentra,24/08/2014,34629
Toyota,Camry,26/03/2011,88100
Toyota,Camry,02/09/2021,10948
Honda,Accord,10/02/2015,38005
Chevrolet,Camaro,10/08/2019,93113
Chevrolet,Camaro,15/07/2019,28615
Honda,Accord,04/12/2014,32975
Ford,Mustang,17/04/2013,80749
Ford,Mustang,21/12/2010,46657
Ford,Mustang,19/12/2020,34226
Toyota,Camry,10/03/2012,76522
Nissan,Sentra,15/04/2015,75623
Toyota,Camry,12/03/2012,50186
Chevrolet,Camaro,21/05/2017,44259
Honda,Accord,16/03/2016,37311
Kia,Picanto,10/10/2012,52832
Honda,Accord,28/08/2011,25216
Nissan,Sentra,17/03/2020,82152
Honda,Accord,23/09/2022,31809
Honda,Accord,21/03/2020,27730
Kia,Picanto,02/01/2012,49767
Nissan,Sentra,16/02/2013,54492
Chevrolet,Camaro,20/02/2015,33038
Ford,Mustang,05/10/2015,29744
Nissan,Sentra,18/06/2011,34888
Ford,Mustang,27/08/2020,81483
Tesla,Model 3,02/02/2019,10070
Honda,Accord,27/01/2017,57097
Ford,Mustang,08/12/2016,49232
Kia,Picanto,21/04/2012,20412
Kia,Picanto,09/09/2019,29785
Toyota,Camry,10/02/2016,54792
Honda,Accord,12/09/2012,42196
Toyota,Camry,12/04/2012,15722
Kia,Picanto,20/06/2016,76923
Kia,Picanto,02/07/2016,17206
Ford,Mustang,08/01/2019,55463
Chevrolet,Camaro,09/07/2020,95068
Ford,Mustang,18/05/2019,87341
Honda,Accord,19/04/2011,23532
Nissan,Sentra,04/01/2021,22939
Tesla,Model 3,26/03/2013,78118
Kia,Picanto,28/08/2018,66388
Tesla,Model 3,24/11/2015,74187
Ford,Mustang,17/04/2019,59081
Tesla,Model 3,25/12/2019,35962
Kia,Picanto,04/09/2013,30350
Ford,Mustang,05/07/2012,44159
Ford,Mustang,22/05/2017,74775
Nissan,Sentra,15/07/2010,69161
Tesla,Model 3,10/03/2021,52044
Toyota,Camry,08/09/2017,15740
Nissan,Sentra,08/05/2021,35643
Honda,Accord,07/07/2014,45237
Tesla,Model 3,07/10/2011,68808
Ford,Mustang,26/11/2012,90573
Kia,Picanto,07/09/2014,52807
Kia,Picanto,22/09/2013,87592
Ford,Mustang,22/05/2022,10376
Honda,Accord,02/11/2010,63288
Kia,Picanto,07/09/2013,79865
Tesla,Model 3,08/11/2021,70742
Chevrolet,Camaro,02/06/2022,76350
Ford,Mustang,18/04/2012,41606
Toyota,Camry,25/05/2016,84945
Chevrolet,Camaro,12/08/2021,42678
Toyota,Camry,20/06/2010,65384
Kia,Picanto,19/02/2021,33957
Ford,Mustang,24/08/2010,64944
Nissan,Sentra,22/01/2017,98552
Honda,Accord,21/09/2019,31949
Tesla,Model 3,08/06/2017,33689
Tesla,Model 3,04/06/2016,29981
Ford,Mustang,06/01/2015,16763
Toyota,Camry,11/09/2010,21887
Chevrolet,Camaro,08/08/2022,81100
Nissan,Sentra,24/09/2012,90295
Toyota,Camry,15/01/2018,50338
Toyota,Camry,28/09/2018,95718
Kia,Picanto,03/08/2021,15094
Kia,Picanto,07/12/2019,52080
Chevrolet,Camaro,22/07/2016,81816
Kia,Picanto,21/01/2016,47312
Honda,Accord,11/12/2010,28681
Honda,Accord,08/04/2013,78692
Honda,Accord,06/01/2011,40353
Kia,Picanto,08/11/2010,86009
Tesla,Model 3,11/11/2022,45572
Toyota,Camry,06/02/2017,28652
Ford,Mustang,16/01/2014,93921
Chevrolet,Camaro,18/07/2017,48111
Chevrolet,Camaro,08/01/2019,97572
Toyota,Camry,19/07/2010,60088
Chevrolet,Camaro,17/07/2014,27945
Ford,Mustang,23/10/2016,18815
Chevrolet,Camaro,12/06/2017,71699
Honda,Accord,01/10/2011,13316
Kia,Picanto,02/10/2020,45044
Kia,Picanto,17/08/2015,44633
Toyota,Camry,11/02/2010,64457
Chevrolet,Camaro,27/04/2014,25025
Chevrolet,Camaro,24/11/2022,92761
Chevrolet,Camaro,17/12/2013,93229
Honda,Accord,11/10/2012,29001
Toyota,Camry,22/09/2015,85940
Nissan,Sentra,17/10/2016,77670
Toyota,Camry,05/08/2012,92075
Kia,Picanto,12/07/2017,51734
Tesla,Model 3,12/05/2022,22492
Honda,Accord,10/04/2012,46328
Kia,Picanto,04/10/2018,71426
Toyota,Camry,19/06/2017,55809
Tesla,Model 3,24/06/2017,94691
Ford,Mustang,21/04/2022,10797
Ford,Mustang,21/07/2022,19239
Kia,Picanto,13/07/2014,39848
Kia,Picanto,28/07/2016,88138
Honda,Accord,25/08/2021,84949
Nissan,Sentra,22/12/2013,82063
Honda,Accord,27/02/2013,40602
Nissan,Sentra,07/05/2014,93920
Honda,Accord,02/01/2022,28517
Nissan,Sentra,13/05/2015,55827
Tesla,Model 3,05/10/2020,17565
Nissan,Sentra,05/07/2020,27213
Kia,Picanto,19/07/2020,58231
Honda,Accord,11/12/2013,70667
Honda,Accord,03/06/2012,90514
Ford,Mustang,23/06/2017,45939
Chevrolet,Camaro,08/01/2019,35003
Kia,Picanto,02/11/2021,49303
Chevrolet,Camaro,14/07/2014,32612
Toyota,Camry,10/03/2020,23059
Honda,Accord,20/08/2017,13146
Chevrolet,Camaro,19/04/2016,97012
Nissan,Sentra,11/07/2018,74015
Tesla,Model 3,05/12/2010,29546
Honda,Accord,20/12/2014,88591
Chevrolet,Camaro,14/10/2013,98300
Honda,Accord,03/11/2015,31709
Nissan,Sentra,14/08/2021,98121
Honda,Accord,03/07/2022,78020
Kia,Picanto,16/03/2022,79040
Chevrolet,Camaro,14/06/2013,37359
Nissan,Sentra,19/11/2012,12978
Nissan,Sentra,19/04/2012,32926
Tesla,Model 3,05/01/2014,66970
Toyota,Camry,05/06/2018,68973
Tesla,Model 3,03/07/2019,67964
Toyota,Camry,11/12/2021,13817
Kia,Picanto,11/04/2016,39517
Honda,Accord,13/10/2010,45923
Tesla,Model 3,28/02/2010,38232
Nissan,Sentra,19/08/2012,55886
Chevrolet,Camaro,05/06/2020,76147
Ford,Mustang,28/10/2012,65892
Tesla,Model 3,02/08/2018,50190
Honda,Accord,16/08/2020,99954
Toyota,Camry,14/07/2011,84716
Kia,Picanto,26/06/2019,20435
Honda,Accord,26/02/2021,13144
Ford,Mustang,25/01/2021,89867
Nissan,Sentra,11/11/2020,10981
Nissan,Sentra,20/11/2010,88629
Kia,Picanto,21/12/2022,45810
Kia,Picanto,18/03/2019,96941
Tesla,Model 3,06/01/2016,99587
Tesla,Model 3,17/04/2012,32469
Toyota,Camry,04/06/2019,40324
Tesla,Model 3,08/03/2016,58244
Toyota,Camry,06/05/2017,11007
Ford,Mustang,05/06/2012,73350
Tesla,Model 3,06/12/2021,97137
Toyota,Camry,24/09/2014,91829
Tesla,Model 3,21/05/2011,22579
Toyota,Camry,16/04/2017,73754
Chevrolet,Camaro,21/08/2016,29602
Tesla,Model 3,12/08/2010,54240
Kia,Picanto,23/05/2018,64897
Toyota,Camry,25/05/2013,55936
Kia,Picanto,24/11/2018,68952
Chevrolet,Camaro,08/07/2018,18030
Tesla,Model 3,20/08/2010,57263
Kia,Picanto,07/09/2017,76692
Nissan,Sentra,04/12/2012,66497
Ford,Mustang,21/08/2020,39825
Toyota,Camry,26/02/2010,73080
Honda,Accord,07/03/2015,50439
Toyota,Camry,17/05/2014,78990
Kia,Picanto,24/07/2015,62590
Honda,Accord,13/10/2020,24343
Toyota,Camry,25/03/2016,66266
Nissan,Sentra,28/05/2012,87074
Chevrolet,Camaro,06/06/2020,87118
Honda,Accord,10/09/2013,47280
Toyota,Camry,01/11/2018,78016
Honda,Accord,21/06/2014,24777
Kia,Picanto,19/01/2020,37404
Kia,Picanto,07/01/2010,40894
Kia,Picanto,23/12/2010,85441
Nissan,Sentra,15/01/2013,41403
Nissan,Sentra,01/01/2013,83955
Honda,Accord,17/06/2011,74373
Nissan,Sentra,25/09/2020,60805
Nissan,Sentra,24/10/2016,37238
Toyota,Camry,16/10/2015,87667
Nissan,Sentra,04/04/2015,57489
Kia,Picanto,27/12/2010,76313
Kia,Picanto,13/04/2018,58682
Chevrolet,Camaro,26/08/2012,10111
Tesla,Model 3,15/12/2022,55793
Toyota,Camry,09/04/2013,34322
Tesla,Model 3,18/05/2022,60457
Nissan,Sentra,27/07/2011,84659
Honda,Accord,17/12/2019,51197
Ford,Mustang,01/07/2022,84737
Nissan,Sentra,12/10/2015,82824
Tesla,Model 3,07/01/2017,15214
Kia,Picanto,01/10/2015,49784
Toyota,Camry,03/09/2013,56306
Nissan,Sentra,09/06/2022,94087
Tesla,Model 3,08/03/2017,27617
Honda,Accord,16/11/2017,45307
Nissan,Sentra,02/07/2020,70014
Honda,Accord,12/02/2018,85029
Kia,Picanto,17/05/2014,27208
Toyota,Camry,02/02/2019,37739
Nissan,Sentra,06/04/2022,56031
Kia,Picanto,08/05/2021,25472
Chevrolet,Camaro,24/08/2017,61259
Kia,Picanto,19/08/2022,64628
Chevrolet,Camaro,23/04/2011,99212
Honda,Accord,23/09/2010,91103
Chevrolet,Camaro,16/03/2018,61323
Chevrolet,Camaro,12/10/2016,86517
Tesla,Model 3,14/08/2012,80717
Kia,Picanto,24/04/2017,44413
Nissan,Sentra,06/09/2020,85384
Toyota,Camry,10/06/2015,92051
Ford,Mustang,08/06/2017,30783
Honda,Accord,13/02/2021,55098
Chevrolet,Camaro,03/06/2013,41322
Chevrolet,Camaro,04/07/2022,10770
Tesla,Model 3,25/12/2020,84222
Kia,Picanto,06/06/2022,36477
Chevrolet,Camaro,01/09/2017,46852
Kia,Picanto,11/11/2018,83436
Chevrolet,Camaro,10/10/2010,66561
Tesla,Model 3,17/02/2011,38289
Honda,Accord,16/10/2010,25610
Kia,Picanto,14/03/2022,67439
Tesla,Model 3,23/03/2019,81095
Nissan,Sentra,28/11/2018,97644
Chevrolet,Camaro,10/08/2012,44758
Nissan,Sentra,15/09/2020,82576
Toyota,Camry,01/02/2021,10764
Ford,Mustang,28/07/2016,42334
Honda,Accord,05/05/2013,38293
Kia,Picanto,10/11/2021,33244
Tesla,Model 3,19/08/2012,47124
Toyota,Camry,25/07/2018,33979
Toyota,Camry,28/10/2010,67264
Honda,Accord,08/01/2013,29556
Ford,Mustang,26/08/2014,56424
Ford,Mustang,27/01/2018,87586
Chevrolet,Camaro,17/02/2017,65355
Tesla,Model 3,24/10/2020,90398
Toyota,Camry,03/01/2020,34254
Kia,Picanto,18/10/2022,39820
Honda,Accord,05/01/2022,58081
Toyota,Camry,17/03/2019,96492
Toyota,Camry,09/06/2013,11631
Chevrolet,Camaro,06/01/2018,68863
Chevrolet,Camaro,08/12/2022,80078
Honda,Accord,12/04/2013,86794
Nissan,Sentra,20/05/2015,54710
Honda,Accord,25/10/2021,33347
Nissan,Sentra,08/12/2022,65051
Honda,Accord,08/07/2017,11282
Honda,Accord,16/07/2016,40481
Honda,Accord,18/11/2021,42079
Ford,Mustang,06/01/2012,73013
Tesla,Model 3,10/05/2010,46952
Tesla,Model 3,11/04/2015,80846
Ford,Mustang,11/10/2012,30326
Tesla,Model 3,23/03/2020,62714
Honda,Accord,02/07/2014,28976
Tesla,Model 3,10/01/2020,40205
Honda,Accord,21/04/2010,92592
Tesla,Model 3,26/02/2012,13402
Nissan,Sentra,16/04/2016,46034
Toyota,Camry,16/05/2016,80123
Ford,Mustang,23/01/2013,33391
Ford,Mustang,18/04/2021,24139
Toyota,Camry,22/07/2018,19600
Honda,Accord,08/05/2017,90572
Ford,Mustang,11/05/2010,83242
Honda,Accord,28/07/2013,71664
Toyota,Camry,11/10/2018,18736
Ford,Mustang,09/03/2016,39997
Toyota,Camry,28/09/2014,65313
Nissan,Sentra,20/07/2018,94850
Honda,Accord,05/06/2015,88965
Toyota,Camry,12/02/2020,42934
Ford,Mustang,22/06/2010,82959
Nissan,Sentra,10/06/2016,29993
Nissan,Sentra,19/10/2010,33432
Toyota,Camry,01/06/2018,24366
Ford,Mustang,28/02/2022,79324
Tesla,Model 3,19/09/2014,16289
Tesla,Model 3,09/11/2010,69928
Tesla,Model 3,14/12/2015,47739
Tesla,Model 3,13/08/2012,39323
Chevrolet,Camaro,02/03/2012,44084
Nissan,Sentra,13/10/2010,86820
Ford,Mustang,25/07/2022,84575
Nissan,Sentra,03/10/2018,38439
Toyota,Camry,28/04/2018,99066
Ford,Mustang,21/01/2015,43313
Chevrolet,Camaro,19/12/2018,39506
Nissan,Sentra,24/06/2022,22010
Kia,Picanto,21/07/2014,78713
Chevrolet,Camaro,16/12/2020,30019
Honda,Accord,04/12/2012,78238
Tesla,Model 3,13/01/2013,11769
Tesla,Model 3,01/03/2020,29557
Ford,Mustang,11/06/2020,49820
Kia,Picanto,06/06/2014,48451
Chevrolet,Camaro,28/01/2017,69135
Honda,Accord,23/11/2022,79163
Tesla,Model 3,01/08/2020,57546
Kia,Picanto,01/01/2019,46313
Nissan,Sentra,15/02/2016,94312
Nissan,Sentra,26/06/2011,93971
Ford,Mustang,07/03/2010,90296
Honda,Accord,23/10/2014,39273
Ford,Mustang,25/02/2010,17645
Tesla,Model 3,15/09/2020,17386
Nissan,Sentra,11/05/2011,89265
Tesla,Model 3,27/01/2013,49524
Tesla,Model 3,02/10/2015,42096
Ford,Mustang,20/05/2011,90392
Honda,Accord,09/10/2020,31281
Toyota,Camry,24/12/2012,25267
Chevrolet,Camaro,25/06/2020,29422
Kia,Picanto,14/02/2012,74129
Honda,Accord,15/12/2017,54296
Ford,Mustang,01/02/2019,75812
Tesla,Model 3,08/01/2013,66820
Nissan,Sentra,05/08/2015,72690
Ford,Mustang,25/06/2020,44878
Nissan,Sentra,17/05/2022,61647
Chevrolet,Camaro,21/05/2011,32493
Honda,Accord,13/11/2022,17996
Honda,Accord,23/06/2018,53901
Nissan,Sentra,28/12/2019,59305
Tesla,Model 3,25/10/2012,91106
Kia,Picanto,22/07/2010,41778
Nissan,Sentra,06/02/2022,28122
Chevrolet,Camaro,06/11/2016,24356
Ford,Mustang,18/05/2014,61408
Kia,Picanto,02/12/2016,26745
Chevrolet,Camaro,28/09/2011,46183
Honda,Accord,23/02/2021,16295
Tesla,Model 3,02/09/2019,61459
Nissan,Sentra,19/02/2021,50056
Toyota,Camry,14/09/2019,63761
Kia,Picanto,16/05/2017,35156
Ford,Mustang,21/06/2022,51397
Tesla,Model 3,26/11/2010,85930
Honda,Accord,25/10/2012,64858
Nissan,Sentra,26/08/2013,17115
Kia,Picanto,03/11/2018,15353
Nissan,Sentra,16/06/2016,76330
Ford,Mustang,23/03/2012,30895
Nissan,Sentra,09/09/2015,36537
Nissan,Sentra,26/10/2018,34720
Chevrolet,Camaro,03/05/2020,44622
Kia,Picanto,19/02/2011,27612
Chevrolet,Camaro,22/08/2022,84246
Chevrolet,Camaro,14/12/2017,41633
Honda,Accord,17/02/2011,83176
Toyota,Camry,17/01/2022,23333
Ford,Mustang,17/02/2013,73855
Honda,Accord,17/06/2010,13697
Nissan,Sentra,02/12/2019,99136
Nissan,Sentra,26/03/2018,39248
Kia,Picanto,20/04/2016,36933
Kia,Picanto,21/06/2017,59054
Toyota,Camry,24/03/2020,65571
Ford,Mustang,19/07/2010,35932
Ford,Mustang,18/05/2021,98519
Nissan,Sentra,10/11/2015,32960
Chevrolet,Camaro,12/03/2017,73118
Nissan,Sentra,03/12/2018,34018
Kia,Picanto,26/08/2013,49976
Ford,Mustang,01/08/2018,28623
Nissan,Sentra,10/09/2010,94782
Kia,Picanto,21/01/2022,55461
Toyota,Camry,19/07/2010,10960
Kia,Picanto,20/09/2014,17941
Toyota,Camry,09/04/2021,41536
Honda,Accord,16/04/2018,21397
Tesla,Model 3,12/11/2010,84356
Tesla,Model 3,10/07/2019,67564
Nissan,Sentra,02/03/2016,54770
Ford,Mustang,22/02/2022,30214
Chevrolet,Camaro,18/07/2016,42126
Toyota,Camry,18/08/2010,29314
Chevrolet,Camaro,17/09/2013,26543
Chevrolet,Camaro,06/03/2019,99033
Chevrolet,Camaro,03/05/2010,10088
Ford,Mustang,22/06/2013,31888
Chevrolet,Camaro,07/07/2018,43195
Kia,Picanto,26/04/2018,80397
Honda,Accord,04/01/2017,84615
Nissan,Sentra,12/09/2016,98704
Nissan,Sentra,12/12/2021,25159
Tesla,Model 3,17/02/2020,23836
Kia,Picanto,14/01/2017,93020
Honda,Accord,24/03/2010,34210
Kia,Picanto,07/03/2015,20893
Toyota,Camry,01/06/2013,50379
Ford,Mustang,17/09/2019,32371
Toyota,Camry,08/07/2013,66951
Toyota,Camry,05/06/2019,36248
Nissan,Sentra,14/04/2010,51844
Honda,Accord,10/03/2014,21607
Chevrolet,Camaro,06/01/2022,88196
Tesla,Model 3,13/12/2013,42216
Ford,Mustang,08/11/2014,14084
Toyota,Camry,24/05/2010,46502
Tesla,Model 3,02/03/2019,36754
Kia,Picanto,10/11/2012,33983
Tesla,Model 3,27/08/2016,13043
Chevrolet,Camaro,13/12/2021,71327
Honda,Accord,18/06/2014,39459
Honda,Accord,20/06/2018,67254
Chevrolet,Camaro,16/03/2012,11244
Tesla,Model 3,08/08/2011,48514
Nissan,Sentra,21/02/2022,70063
Ford,Mustang,24/03/2016,51718
Nissan,Sentra,25/07/2011,36741
Honda,Accord,17/04/2021,28311
Chevrolet,Camaro,01/04/2020,35707
Chevrolet,Camaro,16/01/2012,58301
Nissan,Sentra,17/04/2010,70282
Chevrolet,Camaro,19/10/2012,68267
Chevrolet,Camaro,02/07/2018,46716
Nissan,Sentra,21/10/2015,84287
Chevrolet,Camaro,23/11/2011,32916
Kia,Picanto,07/01/2022,19059
Chevrolet,Camaro,06/03/2010,56596
Ford,Mustang,09/01/2014,92518
Tesla,Model 3,20/08/2018,87932
Nissan,Sentra,23/08/2021,99455
Chevrolet,Camaro,02/11/2013,41575
Ford,Mustang,07/10/2013,90240
Honda,Accord,06/01/2016,82568
Nissan,Sentra,14/05/2022,69299
Chevrolet,Camaro,28/10/2012,60044
Toyota,Camry,27/11/2012,25489
Toyota,Camry,19/11/2011,23835
Toyota,Camry,27/10/2015,74193
Toyota,Camry,18/12/2011,58385
Toyota,Camry,26/09/2021,18195
Tesla,Model 3,17/08/2010,76423
Toyota,Camry,04/06/2020,84122
Honda,Accord,20/12/2011,55549
Ford,Mustang,02/08/2021,56656
Honda,Accord,17/05/2014,71536
Tesla,Model 3,14/11/2015,93791
Honda,Accord,22/12/2018,75764
Honda,Accord,08/03/2017,26771
Honda,Accord,20/11/2012,21036
Chevrolet,Camaro,19/12/2010,87740
Toyota,Camry,20/02/2022,24043
Nissan,Sentra,12/02/2020,36503
Kia,Picanto,25/06/2021,83225
Honda,Accord,21/04/2013,49607
Honda,Accord,19/12/2020,82243
Chevrolet,Camaro,02/04/2014,20522
Toyota,Camry,28/10/2012,19180
Tesla,Model 3,24/05/2012,55640
Nissan,Sentra,05/11/2013,60951
Chevrolet,Camaro,09/04/2010,32037
Chevrolet,Camaro,08/12/2019,77106
Tesla,Model 3,17/05/2012,18112
